ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
9MO0,heliport,Anheuser/Busch Inc Heliport,548,NA,US,US-MO,St Louis,null,null,9MO0,9MO0,"38.59170150756836, -90.2083969116211"
9MO1,heliport,Missouri Baptist Hospital Heliport,630,NA,US,US-MO,St Louis,null,null,9MO1,9MO1,"38.63529968261719, -90.44599914550781"
9MO2,heliport,Fitzgibbon Hospital Heliport,744,NA,US,US-MO,Marshall,null,null,9MO2,9MO2,"39.11249923706055, -93.18910217285156"
9MO3,small_airport,Lawlor-Justus Airport,1100,NA,US,US-MO,Faucett,null,null,9MO3,9MO3,"39.641700744628906, -94.8135986328125"
9MO4,small_airport,Worth Airport,1130,NA,US,US-MO,Savannah,null,null,9MO4,9MO4,"39.97837, -94.875183"
9MO5,small_airport,Wakefield Wings Airport,1380,NA,US,US-MO,Sparta,null,null,9MO5,9MO5,"37.061199, -93.099297"
9MO6,small_airport,Ivy Bend Airport,690,NA,US,US-MO,Stover,null,null,9MO6,9MO6,"38.19309997558594, -92.99240112304688"
9MO7,closed,Urbana Area Medical Heliport,1050,NA,US,US-MO,Urbana,null,null,null,null,"37.841669, -93.169615"
9MO8,heliport,Owensville Ambulance District Heliport,900,NA,US,US-MO,Owensville,null,null,9MO8,9MO8,"38.35559844970703, -91.50240325927734"
9MO9,small_airport,Eagle Lodge Airport,650,NA,US,US-MO,Sumner,null,null,9MO9,9MO9,"39.556403, -93.249035"
9MS7,heliport,Martin Heliport Area,5,NA,US,US-MS,Pascagoula,null,null,9MS7,9MS7,"30.356515, -88.507352"
9MS9,small_airport,Beets Airport,238,NA,US,US-MS,Columbia,null,null,9MS9,9MS9,"31.202544, -89.749755"
9MT0,small_airport,Pale Morning Dun Ranch Airport,3220,NA,US,US-MT,Fort Smith,null,null,9MT0,9MT0,"45.402953, -107.774616"
9MT8,closed,Monger Airport,4550,NA,US,US-MT,Bozeman,null,null,null,null,"45.758099, -111.083"
9MT9,small_airport,Pierces Airport,4450,NA,US,US-MT,Belgrade,null,null,9MT9,9MT9,"45.79041, -111.124735"
9MU4,heliport,Homestead Heliport,838,NA,US,US-MO,Grain Valley,null,null,9MU4,9MU4,"39.041357, -94.199513"
9MY7,small_airport,Mikes Aerodrome,1195,NA,US,US-MN,Albany,null,null,9MY7,9MY7,"45.5964, -94.542539"
9N1,small_airport,Van Sant Airport,390,NA,US,US-PA,Erwinna,null,null,null,9N1,"40.483559, -75.10088"
9N2,seaplane_base,Philadelphia Seaplane Base,0,NA,US,US-PA,Essington,null,PSQ,9N2,9N2,"39.859001159668, -75.299598693848"
9N3,small_airport,Seamans Field,1209,NA,US,US-PA,Factoryville,null,null,9N3,9N3,"41.58940124511719, -75.756103515625"
9N7,small_airport,Farmers Pride Airport,495,NA,US,US-PA,Fredericksburg,null,null,9N7,9N7,"40.442902, -76.441597"
9NA2,heliport,Dakota Clinic Heliport,1795,NA,US,US-ND,Medina,null,null,9NA2,9NA2,"46.89360046386719, -99.29229736328125"
9NA4,small_airport,Bodmer Airport,1885,NA,US,US-ND,Kenmare,null,null,9NA4,9NA4,"48.666099548339844, -101.89099884033203"
9NC0,small_airport,Raleigh East Airport,313,NA,US,US-NC,Knightdale,null,null,W17,W17,"35.797699, -78.436996"
9NC1,heliport,Atrium Health Stanly Heliport,650,NA,US,US-NC,Albemarle,null,null,9NC1,9NC1,"35.364665, -80.193071"
9NC2,small_airport,Flyers Airpark,115,NA,US,US-NC,Linden,null,null,9NC2,9NC2,"35.21820068359375, -78.79640197753906"
9NC3,small_airport,Edwards Airport,640,NA,US,US-NC,Monroe,null,null,9NC3,9NC3,"35.07080078125, -80.56639862060547"
9NC4,closed,Jiles Field,75,NA,US,US-NC,Gates,null,null,null,null,"36.508843, -76.665387"
9NC5,heliport,Saint Luke's Hospital Heliport,1100,NA,US,US-NC,Columbus,null,null,9NC5,9NC5,"35.2400016784668, -82.21109771728516"
9NC6,closed,Sandy Run Acres Airport,60,NA,US,US-NC,Maco,null,null,null,null,"34.27881, -78.16122"
9NC7,small_airport,Willow Creek Airport,572,NA,US,US-NC,Mt Pleasant,null,null,9NC7,9NC7,"35.36970138549805, -80.44000244140625"
9NC8,small_airport,Eagles Landing Airport,430,NA,US,US-NC,Pittsboro,null,null,9NC8,9NC8,"35.6869010925293, -79.21880340576172"
9NC9,small_airport,Meylor Field,910,NA,US,US-NC,Greensboro,null,null,9NC9,9NC9,"36.209085, -79.894182"
9ND1,small_airport,Elliott Farms Airport,808,NA,US,US-ND,Drayton,null,null,9ND1,9ND1,"48.64799880981445, -97.26840209960938"
9ND2,small_airport,Lewis Field,1349,NA,US,US-ND,Hope,null,null,9ND2,9ND2,"47.358333, -97.795032"
9ND8,small_airport,Hinkle Airport,908,NA,US,US-ND,Cavalier,null,null,9ND8,9ND8,"48.785499572753906, -97.67230224609375"
9NE1,small_airport,El-Co Airport,3650,NA,US,US-NE,Brule,null,null,9NE1,9NE1,"41.143293, -101.92651"
9NE2,small_airport,Folkerts Airport,1610,NA,US,US-NE,Carleton,null,null,9NE2,9NE2,"40.29169845581055, -97.72250366210938"
9NE3,small_airport,Davis Ranch Airport,3768,NA,US,US-NE,Hyannis,null,null,9NE3,9NE3,"42.189736, -101.786013"
9NE4,small_airport,Johnston Field,1800,NA,US,US-NE,Lindsay,null,null,9NE4,9NE4,"41.70330047607422, -97.74449920654297"
9NE6,closed,Bates Airpark,1250,NA,US,US-NE,Omaha,null,null,null,null,"41.338299, -96.088529"
9NE7,closed,Bay Field,3000,NA,US,US-NE,Stapleton,null,null,null,null,"41.4333, -100.484001"
9NE8,small_airport,Brosius Field,3010,NA,US,US-NE,Stapleton,null,null,9NE8,9NE8,"41.400055, -100.478296"
9NE9,closed,Dog Leg Airport,1500,NA,US,US-NE,Hebron,null,null,null,null,"40.194401, -97.567001"
9NJ0,closed,Lag's Landing Heliport,50,NA,US,US-NJ,Paramus,null,null,null,null,"40.955399, -74.070999"
9NJ1,heliport,Bound Brook Nr 1 Heliport,65,NA,US,US-NJ,Bound Brook,null,null,9NJ1,9NJ1,"40.56449890136719, -74.55490112304688"
9NJ2,heliport,Bound Brook Nr 2 Heliport,32,NA,US,US-NJ,Bound Brook,null,null,9NJ2,9NJ2,"40.55649948120117, -74.5624008178711"
9NJ3,heliport,At&T Helistop,280,NA,US,US-NJ,Basking Ridge,null,null,9NJ3,9NJ3,"40.716800689697266, -74.54959869384766"
9NJ4,heliport,Robert Wood Johnson University Hospital Heliport,199,NA,US,US-NJ,New Brunswick,null,null,9NJ4,9NJ4,"40.495813, -74.449972"
9NJ5,closed,Stallone Airport,80,NA,US,US-NJ,Harrisonville,null,null,null,null,"39.680099, -75.252403"
9NJ6,small_airport,Halka Nurseries Airport,10,NA,US,US-NJ,Fairton,null,null,9NJ6,9NJ6,"39.36640167236328, -75.26830291748047"
9NJ7,closed,RCA Sommerville Heliport,125,NA,US,US-NJ,Bridgewater,null,null,null,null,"40.573711, -74.667115"
9NJ8,small_airport,High Meadow Farms Airport,630,NA,US,US-NJ,Blairstown,null,null,9NJ8,9NJ8,"40.89565, -75.00359"
9NJ9,closed,Ash Personal Heliport,5,NA,US,US-NJ,Loveladies,null,null,null,null,"39.715403, -74.131203"
9NK2,heliport,UHS Chenango Memorial Hospital Heliport,1090,NA,US,US-NY,Norwich,null,null,9NK2,9NK2,"42.542188, -75.526859"
9NK4,small_airport,Greig Farm Airport,215,NA,US,US-NY,Red Hook,null,null,9NK4,9NK4,"42.024318, -73.856292"
9NR0,small_airport,Smoke and Wings Airport,741,NA,US,US-NC,Hillsborough,null,null,9NR0,9NR0,"36.218055, -79.177222"
9NR4,small_airport,Wolf Pit Airport,535,NA,US,US-NC,Mount Pleasant,null,null,9NR4,9NR4,"35.355102, -80.431461"
9NR7,small_airport,Triple F Airpark,148,NA,US,US-NC,Salemburg,null,null,9NR7,9NR7,"35.018333, -78.565833"
9NR8,small_airport,Buie Field,203,NA,US,US-NC,Red Springs,null,null,9NR8,9NR8,"34.793333, -79.193611"
9NR9,heliport,210 Investors Heliport,28,NA,US,US-NC,Castle Hayne,null,null,9NR9,9NR9,"34.358889, -77.860556"
9NY0,heliport,Bumblebee Heliport,494,NA,US,US-NY,Slate Hill,null,null,9NY0,9NY0,"41.391841, -74.472107"
9NY1,heliport,Wilson Memorial Regional Medical Center Heliport,911,NA,US,US-NY,Johnson City,null,null,9NY1,9NY1,"42.113927, -75.957742"
9NY2,heliport,Westfield Memorial Hospital Heliport,756,NA,US,US-NY,Westfield,null,null,9NY2,9NY2,"42.329498291015625, -79.57060241699219"
9NY3,heliport,Susquehanna Heliport,884,NA,US,US-NY,Owego,null,null,9NY3,9NY3,"42.098944, -76.22401"
9NY4,small_airport,Kennedy Airfield,1760,NA,US,US-NY,Kennedy,null,null,9NY4,9NY4,"42.100799560546875, -79.08180236816406"
9NY5,closed,Norman Kurrass Contractor Heliport,30,NA,US,US-NY,Yaphank,null,null,null,null,"40.800567, -72.918055"
9NY6,small_airport,Mason Airway Airport,2170,NA,US,US-NY,Treadwell,null,null,9NY6,9NY6,"42.324798583984375, -74.98629760742188"
9NY7,small_airport,Hart Airport,925,NA,US,US-NY,Broadalbin,null,null,9NY7,9NY7,"43.032452, -74.151013"
9NY8,heliport,Thomson Industries Inc Heliport,20,NA,US,US-NY,Port Washington,null,null,9NY8,9NY8,"40.84230041503906, -73.70120239257812"
9NY9,heliport,Poughkeepsie Main Plant Heliport,100,NA,US,US-NY,Poughkeepsie,null,null,9NY9,9NY9,"41.6572827552, -73.935649395"
9OA2,heliport,Hueston Woods Lodge Heliport,920,NA,US,US-OH,Oxford,null,null,9OA2,9OA2,"39.582801818847656, -84.76270294189453"
9OA3,small_airport,Bellville Dam Landing Strip,591,NA,US,US-OH,Long Bottom,null,null,9OA3,9OA3,"39.08340072631836, -81.77760314941406"
9OA4,small_airport,Gilmer Airport,1045,NA,US,US-OH,Lewisburg,null,null,9OA4,9OA4,"39.830299377441406, -84.50969696044922"
9OA5,small_airport,Buckeye Executive Airport,914,NA,US,US-OH,Hebron,null,null,9OA5,9OA5,"39.961215, -82.540723"
9OA6,heliport,Burr Oak Lodge Heliport,820,NA,US,US-OH,Glouster,null,null,9OA6,9OA6,"39.53030014038086, -82.0333023071289"
9OA7,small_airport,Jenkins Airport,655,NA,US,US-OH,Fremont,null,null,9OA7,9OA7,"41.30979919433594, -83.11599731445312"
9OA8,small_airport,Crocker Airport,830,NA,US,US-OH,Columbia Station,null,null,9OA8,9OA8,"41.28229904174805, -81.9489974975586"
9OA9,small_airport,Bender Airport,1140,NA,US,US-OH,Bellville,null,null,9OA9,9OA9,"40.62139892578125, -82.53379821777344"
9OG1,heliport,Barrigada Readiness Center Heliport,311,OC,GU,GU-U-A,Barrigada,null,null,9OG1,9OG1,"13.475158, 144.815983"
9OH1,small_airport,Haar Airport,617,NA,US,US-OH,Elmore,null,null,9OH1,9OH1,"41.455174, -83.264798"
9OH2,small_airport,Toussaint Airpark,610,NA,US,US-OH,Elmore,null,null,9OH2,9OH2,"41.51559829711914, -83.30580139160156"
9OH3,heliport,C.C.A. Heliport,810,NA,US,US-OH,Loveland,null,null,9OH3,9OH3,"39.28340148925781, -84.29769897460938"
9OH4,closed,Richards Airport,690,NA,US,US-OH,Elyria,null,null,null,null,"41.4039, -82.106499"
9OH5,closed,Miami Valley Heliport,940,NA,US,US-OH,Troy,null,null,null,null,"40.0481, -83.227097"
9OH6,closed,Weaver Airport,795,NA,US,US-OH,Findlay,null,null,null,null,"41.035301, -83.569001"
9OH7,small_airport,Lutz Airport,808,NA,US,US-OH,Findlay,null,null,9OH7,9OH7,"40.961700439453125, -83.59519958496094"
9OH8,small_airport,Ferrell Airport,815,NA,US,US-OH,Findlay,null,null,9OH8,9OH8,"40.97639846801758, -83.6416015625"
9OH9,closed,Forest Field,890,NA,US,US-OH,Forest,null,null,null,null,"40.828701, -83.513802"
9OI1,heliport,Dice's Personal Heliport,630,NA,US,US-OH,Maumee,null,null,9OI1,9OI1,"41.60048, -83.689698"
9OI2,heliport,Cleveland Clinic Mentor Hospital Heliport,764,NA,US,US-OH,Mentor,null,null,9OI2,9OI2,"41.650675, -81.341"
9OI3,small_airport,Johns Landing Airport,1000,NA,US,US-OH,Zanesville,null,null,9OI3,9OI3,"39.89860153198242, -82.11029815673828"
9OI4,heliport,Quail Lakes Heliport,1057,NA,US,US-OH,Wilmington,null,null,9OI4,9OI4,"39.45479965209961, -83.78130340576172"
9OI5,small_airport,Transportation Research Center of Ohio Airport,1100,NA,US,US-OH,East Liberty,null,null,9OI5,9OI5,"40.308101654052734, -83.54170227050781"
9OI6,closed,Nesta Airport,950,NA,US,US-OH,Loudonville,null,null,null,null,"40.634277, -82.176919"
9OI7,closed,Bayes Airport,1000,NA,US,US-OH,Magnetic Springs,null,null,null,null,"40.340099, -83.284103"
9OI8,small_airport,Brothers Aviation Airport,1040,NA,US,US-OH,Cambridge,null,null,9OI8,9OI8,"40.031558, -81.465425"
9OI9,heliport,Riverside Methodist Hospital Heliport,746,NA,US,US-OH,Columbus,null,null,9OI9,9OI9,"40.03120040893555, -83.03489685058594"
9OK0,heliport,Oklahoma Governor's Mansion Heliport,1200,NA,US,US-OK,Oklahoma City,null,null,9OK0,9OK0,"35.49201, -97.49724"
9OK1,heliport,Oklahoma Medical Center Heliport,1240,NA,US,US-OK,Oklahoma City,null,null,9OK1,9OK1,"35.481196, -97.502711"
9OK2,heliport,Pawnee Municipal Hospital Heliport,925,NA,US,US-OK,Pawnee,null,null,9OK2,9OK2,"36.33340072631836, -96.80030059814453"
9OK3,small_airport,Flying Eagle Estates Airport,690,NA,US,US-OK,Bartlesville,null,null,9OK3,9OK3,"36.70370101928711, -95.84049987792969"
9OK4,closed,Vo-Tech Heliport,676,NA,US,US-OK,Tulsa,null,null,null,null,"36.091801, -95.216904"
9OK5,small_airport,Diamond C Ranch Airport,1140,NA,US,US-OK,Stratford,null,null,9OK5,9OK5,"34.77830123901367, -96.92749786376953"
9OK6,heliport,Community Hospital Lakeview Heliport,640,NA,US,US-OK,Eufaula,null,null,9OK6,9OK6,"35.3109016418457, -95.5907974243164"
9OK7,small_airport,Cimarron Strip,920,NA,US,US-OK,Jennings,null,null,null,9OK7,"36.184799194336, -96.550300598145"
9OK8,closed,Central Park Helistop,1110,NA,US,US-OK,Oklahoma City,null,null,null,null,"35.533383, -97.500604"
9OK9,closed,Strang Airpark,690,NA,US,US-OK,Short,null,null,null,null,"35.544498, -94.486297"
9OR0,small_airport,Lafferty Field,360,NA,US,US-OR,Brownsville,null,null,9OR0,9OR0,"44.315101623535156, -123.0250015258789"
9OR1,small_airport,Shaniko Ranch Airport,3300,NA,US,US-OR,Shaniko,null,null,9OR1,9OR1,"45.002899169921875, -120.73999786376953"
9OR2,heliport,Reforestation Services Heliport,410,NA,US,US-OR,Salem,null,null,9OR2,9OR2,"44.86819839477539, -123.02300262451172"
9OR3,heliport,Sky Lakes Medical Center Heliport,4420,NA,US,US-OR,Klamath Falls,null,null,9OR3,9OR3,"42.252761, -121.786208"
9OR4,small_airport,King's Airport,950,NA,US,US-OR,Milton/Freewater,null,null,9OR4,9OR4,"45.93370056152344, -118.447998046875"
9OR5,heliport,Portland Adventist Medical Center Heliport,322,NA,US,US-OR,Portland,null,null,9OR5,9OR5,"45.513215, -122.558599"
9OR6,heliport,Oregon Health Sciences University Emerg Heliport,540,NA,US,US-OR,Portland,null,null,9OR6,9OR6,"45.4991281091, -122.685334682"
9OR7,heliport,Fishback Heliport,200,NA,US,US-OR,Banks,null,null,9OR7,9OR7,"45.603889, -123.078611"
9OR8,small_airport,Wooldridge Agstrip Airport,205,NA,US,US-OR,Albany,null,null,9OR8,9OR8,"44.732601165771484, -123.05599975585938"
9OR9,heliport,Wallace Heliport,50,NA,US,US-OR,Portland,null,null,9OR9,9OR9,"45.55820083618164, -122.53500366210938"
9PA0,small_airport,Lance Airport,275,NA,US,US-PA,Parker Ford,null,null,9PA0,9PA0,"40.18730163574219, -75.59020233154297"
9PA1,closed,Carbondale-Clifford Airport,1400,NA,US,US-PA,Carbondale,null,null,null,null,"41.652223, -75.581446"
9PA2,small_airport,Old Plains Airport,660,NA,US,US-PA,Pennsburg,null,null,9PA2,9PA2,"40.388566, -75.441811"
9PA3,closed,Meadow Strip Ultralightport,499,NA,US,US-PA,Richlandtown,null,null,null,null,"40.475142, -75.309981"
9PA4,closed,Strawbridge & Clothier 8th & Market Helistop,300,NA,US,US-PA,Philadelphia,null,null,null,null,"39.951415, -75.154037"
9PA5,small_airport,Solt Field,520,NA,US,US-PA,Leighton,null,null,9PA5,9PA5,"40.78010177612305, -75.71630096435547"
9PA6,heliport,State Police Area Six Heliport,100,NA,US,US-PA,Philadelphia,null,null,9PA6,9PA6,"40.03340148925781, -75.24960327148438"
9PA7,small_airport,Keystone Airport,2531,NA,US,US-PA,Fort Hill,null,null,9PA7,9PA7,"39.77280044555664, -79.21109771728516"
9PA8,heliport,Thomas Jefferson University Hospital Heliport,253,NA,US,US-PA,Philadelphia,null,null,9PA8,9PA8,"39.94896, -75.158688"
9PA9,heliport,Lankenau Hospital Heliport,250,NA,US,US-PA,Philadelphia,null,null,9PA9,9PA9,"39.98789978027344, -75.26069641113281"
9PN1,small_airport,Seitz Field,1240,NA,US,US-PA,Perryopolis,null,null,9PN1,9PN1,"40.03900146484375, -79.79000091552734"
9PN2,heliport,Childrens Hospital Of Philadelphia Heliport,203,NA,US,US-PA,Philadelphia,null,null,9PN2,9PN2,"39.947927, -75.193981"
9PN5,heliport,Franklin Heliport,710,NA,US,US-PA,Wilkes Barre,null,null,9PN5,9PN5,"41.21979904174805, -75.88099670410156"
9PN6,heliport,Baratta Heliport,1130,NA,US,US-PA,Wilkes-Barre,null,null,9PN6,9PN6,"41.125099182128906, -75.99330139160156"
9PN7,small_airport,Veit Airport,1360,NA,US,US-PA,Wysox,null,null,9PN7,9PN7,"41.81809997558594, -76.4126968383789"
9PN8,small_airport,Malinchak Private Airport,1700,NA,US,US-PA,Carbondale,null,null,9PN8,9PN8,"41.625099182099994, -75.53299713130001"
9PN9,heliport,Perin Heliport,740,NA,US,US-PA,Pen Argyl,null,null,9PN9,9PN9,"40.84700012207031, -75.2437973022461"
9PR1,heliport,Cesar Castillo LLC Heliport,236,NA,PR,PR-U-A,Guaynabo,null,null,9PR1,9PR1,"18.330966, -66.098315"
9PS0,heliport,Zokaites Heliport,1268,NA,US,US-PA,Wexford,null,null,9PS0,9PS0,"40.60900115966797, -80.03299713134766"
9PS1,heliport,Eagle Lodge-Lafayette Hill Heliport,352,NA,US,US-PA,Whitemarsh Township,null,null,9PS1,9PS1,"40.076499938964844, -75.25520324707031"
9PS2,small_airport,J T Willie Airport,1200,NA,US,US-PA,Worthington,null,null,9PS2,9PS2,"40.80870056152344, -79.6697998046875"
9PS3,heliport,Doylestown Heliport,325,NA,US,US-PA,Doylestown,null,null,9PS3,9PS3,"40.307098388671875, -75.14659881591797"
9PS4,heliport,Pheasant Run Heliport,400,NA,US,US-PA,Easton-Forks Township,null,null,9PS4,9PS4,"40.7495002746582, -75.21019744873047"
9PS5,heliport,Reading Hospital Heliport,320,NA,US,US-PA,West Reading,null,null,9PS5,9PS5,"40.33060073852539, -75.95020294189453"
9PS6,heliport,Siepsers Eye Port Heliport,350,NA,US,US-PA,Downingtown,null,null,9PS6,9PS6,"39.97090148925781, -75.65599822998047"
9PS7,heliport,W S Lee & Sons Inc Heliport,1104,NA,US,US-PA,Duncansville,null,null,9PS7,9PS7,"40.447200775146484, -78.42890167236328"
9PS8,small_airport,Manor Landing Airport,560,NA,US,US-PA,Gettysburg,null,null,9PS8,9PS8,"39.81268, -77.30273"
9PS9,heliport,St Mary Medical Center Heliport,150,NA,US,US-PA,Langhorne,null,null,9PS9,9PS9,"40.20220184326172, -74.92289733886719"
9R5,small_airport,Hunt Airport,40,NA,US,US-TX,Portland,null,null,K9R5,9R5,"27.888076, -97.349226"
9R7,heliport,Camp Bullis Heliport,1066,NA,US,US-TX,San Antonio,null,null,null,9R7,"29.641405, -98.577672"
9S3,small_airport,Lakeside State Airport,20,NA,US,US-OR,Lakeside,null,null,9S3,9S3,"43.58319854736328, -124.18000030517578"
9S7,small_airport,Winifred Airport,3311,NA,US,US-MT,Winifred,null,null,K9S7,9S7,"47.555395, -109.38602"
9SD7,small_airport,Beaman Airport,1960,NA,US,US-SD,Selby,null,null,9SD7,9SD7,"45.474998, -100.035004"
9SD8,small_airport,Oakleaf Airport,1625,NA,US,US-SD,Hartford,null,null,9SD8,9SD8,"43.582434, -96.94502"
9SD9,small_airport,Weelborg Airport,1553,NA,US,US-SD,Dell Rapids,null,null,9SD9,9SD9,"43.80659866333008, -96.70890045166016"
9TA0,closed,Aero Heliport,800,NA,US,US-TX,Pflugerville,null,null,null,null,"30.4501, -97.663902"
9TA1,small_airport,Hilltop Ranch Airport,762,NA,US,US-TX,New Braunfels,null,null,9TA1,9TA1,"29.659882, -98.139153"
9TA2,closed,Urschel Ranch Airport,2340,NA,US,US-TX,Canadian,null,null,null,null,"35.927661, -100.307597"
9TA3,small_airport,Rogers Airport,38,NA,US,US-TX,Crosby,null,null,9TA3,9TA3,"29.87299919128418, -94.9896011352539"
9TA4,heliport,Placid Heliport,1090,NA,US,US-TX,Dallas,null,null,9TA4,9TA4,"32.78179931640625, -96.79810333251953"
9TA5,heliport,Charlton-Careflite Heliport,705,NA,US,US-TX,Dallas,null,null,9TA5,9TA5,"32.643699645996094, -96.87750244140625"
9TA6,heliport,Buccaneer Shore Facility Heliport,5,NA,US,US-TX,Freeport,null,null,9TA6,9TA6,"28.976900100708008, -95.31739807128906"
9TA7,heliport,U of Texas Medical Branch Emergency Room Heliport,35,NA,US,US-TX,Galveston,null,null,9TA7,9TA7,"29.312433, -94.779149"
9TA8,small_airport,Taylor Ranch Airport,270,NA,US,US-TX,Alto,null,null,9TA8,9TA8,"31.684099197387695, -94.97720336914062"
9TA9,heliport,Delta Mechanical Inc Heliport,73,NA,US,US-TX,Houston,null,null,9TA9,9TA9,"29.85219955444336, -95.40850067138672"
9TE0,small_airport,Twin Acres Airport,340,NA,US,US-TX,Scurry,null,null,9TE0,9TE0,"32.392338, -96.404329"
9TE1,closed,M-I Drilling Fluids Company Heliport,5,NA,US,US-TX,Freeport,null,null,null,null,"28.923901, -95.341904"
9TE2,small_airport,JL Bar Ranch,2344,NA,US,US-TX,Sonora,null,null,9TE2,9TE2,"30.568731, -100.444462"
9TE3,closed,Thorp Airport,2900,NA,US,US-TX,Lamesa,null,null,null,null,"32.587611, -101.939176"
9TE4,small_airport,Tanner's Airport,15,NA,US,US-TX,Port Lavaca,null,null,9TE4,9TE4,"28.569700241088867, -96.62969970703125"
9TE5,small_airport,Kalt Ranch Airport,15,NA,US,US-TX,Fulton,null,null,9TE5,9TE5,"28.154499053955078, -96.97689819335938"
9TE6,small_airport,Rocky Creek Ranch Airport,390,NA,US,US-TX,La Grange,null,null,9TE6,9TE6,"29.921611, -96.800966"
9TE7,small_airport,Flying G H Ranch Airport,455,NA,US,US-TX,Paige,null,null,9TE7,9TE7,"30.245278, -97.082778"
9TE8,closed,Shell Pelican Island Heliport,10,NA,US,US-TX,Galveston,null,null,null,null,"29.322701, -94.786903"
9TE9,closed,Dresser Industries/Magcobar/ Heliport,10,NA,US,US-TX,Galveston,null,null,null,null,"29.323298, -94.782997"
9TN0,heliport,Summit Medical Center Heliport,530,NA,US,US-TN,Nashville,null,null,9TN0,9TN0,"36.177799224853516, -86.6082992553711"
9TN1,small_airport,Versailles Aerodrome,855,NA,US,US-TN,Eagleville,null,null,9TN1,9TN1,"35.72999954223633, -86.53780364990234"
9TN2,small_airport,Meadowlark Airport,460,NA,US,US-TN,Camden,null,null,9TN2,9TN2,"36.16389846801758, -88.2052993774414"
9TN3,closed,Mehrhoff Field,426,NA,US,US-TN,Rossville,null,null,null,null,"35.114924, -89.524423"
9TN4,small_airport,Foreman Field,705,NA,US,US-TN,Springfield,null,null,9TN4,9TN4,"36.457698822021484, -86.94599914550781"
9TN5,small_airport,Askey Field,810,NA,US,US-TN,Culleoka,null,null,9TN5,9TN5,"35.458176, -86.957338"
9TN6,heliport,Performance Helicopters Heliport,280,NA,US,US-TN,Arlington,null,null,9TN6,9TN6,"35.28860092163086, -89.67420196533203"
9TN7,small_airport,Baskin Airport,400,NA,US,US-TN,Covington,null,null,9TN7,9TN7,"35.534400939941406, -89.73500061035156"
